Artist,Song,Total Stream,MediumPositionsINTERN,MediumPositionsALL,PresenceIN,Markets,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Key,Mode,Duration_ms,Tempo,Genre
Lil Baby,Live Off My Closet (feat. Future),614409,35.0,0.56,1,79,0.0345,807,678,0,0.0986,-3244,177,0.21,6,0,173061,147004,atl hip hop
Lil Baby,Sum 2 Prove,595374,41.0,0.66,1,79,0.0169,827,552,0,122,-7571,274,408,4,0,205760,124011,atl hip hop
Lil Baby,Woah,783785,34.5,0.56,2,79,0.0177,883,599,0,179,-5551,248,413,11,1,183011,142976,atl hip hop
Lil Kleine,Joanne,139120,13.0,0.21,1,79,109,928,529,9.49e-06,182,-8976,0.0542,0.89,0,0,191745,113984,dutch hip hop
Lil Mosey,Blueberry Faygo,1746424,25.57,0.41,21,79,207,774,554,0,132,-7909,0.0383,349,0,1,162547,99034,melodic rap
Lil Uzi Vert,That Way,1975510,30.0,0.48,12,78,0.0582,719,611,0,155,-5.01,0.0403,489,7,0,212354,129962,melodic rap
Lilas ir Innomine,Mano Nemylimas Kaimyne,1515,50.0,0.81,1,79,298,839,499,0.000678,124,-11.57,128,756,4,0,195013,130012,lithuanian hip hop
Lilas ir Innomine,Viskas,1631,44.0,0.71,1,79,518,653,448,221,149,-13208,0.0487,302,2,1,207000,90035,lithuanian hip hop
Lipta,นี่ฉันเอง feat. KOB FLAT BOY,23447,33.0,0.53,1,79,474,541,774,0,86,-5725,249,0.69,10,1,243500,179966,thai pop
Lizzo,Good as Hell (feat. Ariana Grande),14940,50.0,0.81,1,78,298,668,892,0,735,-3001,0.0645,478,5,0,159011,95927,escape room
Los Nota Lokos,Soltera Vá,72691,46.0,0.74,1,4,0.0458,784,531,0,0.0641,-6412,211,771,6,0,161181,164049,cumbia pop
Lucas & Steve,Perfect (feat. Haris),92739,30.0,0.48,1,76,0.0955,751,657,0,0.0945,-4642,0.0989,532,6,1,176517,118029,big room
Luciano,Mios mit Bars,421175,12.25,0.2,4,79,111,677,633,179,217,-7353,0.0467,404,9,0,232147,145012,canzone napoletana
Ludmilla,Verdinha,225300,31.0,0.5,1,78,345,845,954,5.21e-05,115,-3656,124,0.63,8,0,160396,137995,baile pop
Lunay,Aventura,250208,36.0,0.58,6,79,223,729,726,0,101,-3208,0.0422,876,5,1,217130,92025,latin
Lunay,Soltera - Remix,81659,47.14,0.76,7,79,361,795,783,0,437,-4271,0.0432,0.8,5,1,266087,92016,latin
Luíza & Maurílio,S de Saudade,380588,11.0,0.18,1,78,621,714,712,0,127,-4403,0.0545,789,11,1,174863,123804,sertanejo pop
Lérica,Fuera De Mi Mente,129196,43.0,0.69,1,79,169,741,0.94,0,0.0542,-2068,101,702,1,1,181433,93994,spanish pop
Lérica,Pegamos Tela,166613,27.0,0.44,1,79,86,679,857,0,245,-3137,0.0783,855,2,1,187940,169999,spanish pop
MASE,Psycho!,1600,35.0,0.56,1,79,433,868,365,0,207,-9.51,0.0383,471,7,1,197217,114979,no genres
MC Du Black,Gaiola É o Troco,232500,36.0,0.58,2,79,0.42,722,0.84,0,112,-3.24,0.0785,851,10,0,187246,150108,funk carioca
MC Ingryd,Vem Me Satisfazer,397239,9.0,0.15,1,79,596,862,561,0,108,-5703,335,541,8,1,188388,99864,funk carioca
MC JottaPê,Eterna Sacanagem,249925,28.5,0.46,2,78,501,558,675,0,106,-4564,484,769,8,1,168800,92678,funk carioca
MC Kevinho,Paredão,216804,36.0,0.58,1,78,293,744,794,0.00207,0.0994,-4409,0.0836,717,6,0,133333,90.07,baile pop
MC Lan,Rave de Favela,414979,7.0,0.11,1,78,0.0466,891,894,0.000244,161,-4595,145,671,4,0,154154,130045,baile pop
MEAN,ความสุขของเธอ,19883,47.0,0.76,1,78,568,582,554,0,155,-8472,0.13,253,11,1,209793,137876,italian alternative
MEAN,พอเถอะ,24186,30.0,0.48,1,78,494,777,737,0,159,-6025,0.0661,796,5,0,242689,107062,italian alternative
MEAN,หยุดได้แล้ว,22339,40.0,0.65,1,78,515,525,419,1E-05,348,-9684,0.0364,323,8,1,203219,135689,italian alternative
MEDUZA,Lose Control,678676,28.64,0.46,22,79,129,598,526,0,0.14,-8659,0.0415,529,10,0,168387,123935,pop house
MEYOU,ภาวนา,32760,15.0,0.24,1,79,136,536,421,0.000112,102,-11907,0.0344,534,11,0,160974,138013,thai hip hop
MILION+,BUDE LÍP,6753,40.0,0.65,1,79,0.0568,673,558,0,675,-9163,0.0632,459,9,0,186000,79982,sertanejo
MILLI,พักก่อน,46695,7.0,0.11,1,79,243,949,654,0.000936,0.0542,-5742,171,502,10,0,184343,106984,uk alternative pop
MKDMSK,Surullinen Klovni,16645,40.0,0.65,1,79,295,736,649,0,105,-8566,207,808,8,1,213217,132022,finnish dance pop
MONGOL800,小さな恋のうた,53454,32.0,0.52,1,79,0.00203,403,778,0,227,-4856,0.0395,628,11,1,222640,115581,j-pop
MORGENSHTERN,РАТАТАТАТА,1928,26.0,0.42,1,79,0.00959,938,783,0.0024,259,-5507,305,856,1,1,118261,137978,russian hip hop
Maan,Ze Huilt Maar Ze Lacht,127480,15.0,0.24,1,79,853,0.56,0.36,9.92e-06,112,-13116,0.0336,178,8,1,186618,78.08,dutch pop
Mabel,Boyfriend,112352,49.0,0.79,1,79,0.0569,795,848,0,0.0586,-3128,0.0543,691,7,1,225707,99981,dance pop
Macky,"Vinterdepress 2 (feat. Dree Low, Thrife & Haval)",64499,31.0,0.5,1,79,248,778,541,0,0.0746,-8375,307,307,2,0,199328,127.94,bass house
Mad Clip,Montecristo,4579,47.0,0.76,1,79,144,798,732,0,213,-7661,0.0832,0.66,4,0,263529,102038,greek hip hop
Maes,Blanche,199089,10.0,0.16,1,79,525,776,713,0,306,-6121,143,551,4,0,193453,127987,french hip hop
Maes,Distant,216895,7.0,0.11,1,79,545,786,732,0,0.0643,-6254,176,447,4,0,162013,105031,french hip hop
Maes,Dybala,196387,11.0,0.18,1,79,256,729,721,0,111,-5.83,0.0761,537,10,0,211227,132304,french hip hop
Maes,Street,123907,32.0,0.52,1,79,304,664,619,0,265,-7631,0.05,483,7,0,184320,147932,french hip hop
Magnus Haven,Imahe,272046,1.0,0.02,1,78,0.63,604,446,0,0.0859,-8.01,0.0341,199,9,1,321817,143946,opm
Mahen,Pura Pura Lupa,300347,2.0,0.03,1,79,757,529,446,0.000764,146,-9167,0.0294,0.14,11,1,246964,111903,indonesian pop
Mahmood,Rapide,256767,7.0,0.11,1,79,357,442,557,0,0.11,-7.77,0.0711,124,0,1,243625,119.48,italian arena pop
Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,269324,25.0,0.4,1,78,479,827,683,0,409,-5113,0.0719,0.85,11,0,173892,135944,sertanejo pop
Major Lazer,Que Calor (with J Balvin & El Alfa),88429,49.0,0.79,1,3,0.0372,795,885,0.00754,285,-4129,0.0716,0.46,8,1,169998,126038,dance pop
Malik Montana,Niedostępny (prod. by Olek) (feat. DMN),93191,3.0,0.05,1,79,388,759,658,2.3e-05,109,-9185,127,398,1,0,152812,127873,polish hip hop
Maninder Buttar,Sakhiyaan,45172,48.0,0.77,1,79,0.3,706,674,0,202,-5932,44,359,9,1,179326,83001,desi pop
Marco Borsato,Hoe Het Danst,15228,49.0,0.79,1,79,0.0597,686,0.86,0,0.19,-3358,0.0517,417,4,1,252923,130027,dutch cabaret
Maria Becerra,High,113831,27.5,0.44,2,79,153,0.82,0.29,7.77e-06,0.0996,-10496,0.0689,322,9,0,187200,99965,no genres
Mariah Carey,All I Want for Christmas Is You,4306,1.0,0.02,1,79,164,335,625,0,0.0708,-7462,0.0386,346,7,1,241107,150277,dance pop
Mariah Carey,Christmas (Baby Please Come Home),1665,32.0,0.52,1,79,22,566,782,0,109,-7444,0.0311,697,3,1,153240,127.16,dance pop
Marko Glass,Dior,4611,33.0,0.53,1,79,681,732,425,0,251,-12599,56,664,1,1,177041,122013,no genres
Maroon 5,Memories,1143234,23.75,0.38,28,79,837,764,0.32,0,0.0822,-7209,0.0546,575,11,1,189486,91019,pop
Marracash,BRAVI A CADERE - I polmoni,162136,17.0,0.27,1,79,163,608,693,0,104,-5676,103,276,5,0,200214,95005,italian hip hop
Marracash,CRUDELIA - I nervi,154062,21.0,0.34,1,79,149,547,554,0,344,-7563,102,0.0702,7,1,230923,82178,italian hip hop
Marracash,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),132517,28.0,0.45,1,79,0.0686,656,661,0,125,-5888,0.0602,509,9,1,223045,140956,italian hip hop
Marso,Cash,1610,21.0,0.34,1,79,0.0396,923,643,0,108,-6491,219,568,3,0,132000,130028,italian arena pop
Martin Garrix,Drown (feat. Clinton Kane),33419,40.0,0.65,1,79,212,573,739,0,175,-5455,0.0581,363,9,1,174062,120077,big room
Martin Garrix,Used To Love (with Dean Lewis),72440,48.0,0.77,1,79,458,651,693,0,335,-4722,0.0375,392,4,1,236765,118.97,big room
Marwa Loud,Allez les gros,87975,50.0,0.81,1,79,263,835,593,0,139,-7654,0.0652,867,0,1,193008,111998,francoton
Marília Mendonça,Graveto - Ao Vivo,426176,5.0,0.08,1,78,292,714,632,0,812,-5.1,0.0312,402,9,1,170877,93052,sertanejo
Marília Mendonça,Serenata - Ao Vivo,211195,37.0,0.6,1,78,103,711,711,0,971,-5691,0.0896,743,4,1,156371,131813,sertanejo
Marília Mendonça,Supera - Ao Vivo,309221,18.0,0.29,1,78,0.0604,665,743,0,959,-4434,0.0567,658,4,1,147748,131573,sertanejo
Masaki Suda,Machigaisagashi,103133,9.0,0.15,1,78,0.52,534,642,0,0.39,-5568,0.0372,443,2,1,223640,155916,anime rock
Masaki Suda,Sayonara Elegy,74466,16.0,0.26,1,78,0.00333,466,934,0,277,-2739,0.0539,0.62,1,1,257067,154966,anime rock
Mata,100 dni do matury,74361,6.0,0.1,1,79,523,687,828,0,0.34,-7911,456,0.0999,6,0,301573,159934,italian alternative
Mata,Biblioteka Trap,44534,26.0,0.42,1,79,0.0937,0.58,721,4.82e-06,103,-7371,161,155,1,1,215680,73683,italian alternative
Mata,GOMBAO 33,46326,22.0,0.35,1,79,354,756,604,0,135,-8.77,235,215,6,0,340107,125991,italian alternative
Mata,Patointeligencja,64276,9.0,0.15,1,79,242,838,594,0,0.0631,-8314,345,324,11,0,257400,136.95,italian alternative
Mata,Schodki,39737,40.0,0.65,1,79,0.0389,571,667,0.0133,166,-8365,0.0508,439,11,0,235773,78.03,italian alternative
Mata,Żółte flamastry i grube katechetki,39554,42.0,0.68,1,79,678,834,492,0.0685,109,-10669,217,258,8,1,256040,130054,italian alternative
Matheus & Kauan,Litrão - Ao Vivo,442021,3.0,0.05,1,79,356,0.48,807,0,626,-7402,195,537,1,1,170197,153.61,pop nacional
Matheus & Kauan,Quarta Cadeira - Ao Vivo,203027,41.0,0.66,1,79,589,565,0.82,0,621,-5031,243,604,5,0,224002,76471,pop nacional
Matthaios,Catriona,179527,13.0,0.21,1,79,0.67,0.71,388,0,177,-12106,0.0545,759,5,1,204513,114858,opm
Matthaios,I Want You Back,138800,21.0,0.34,1,79,675,843,411,0,179,-11.46,0.42,515,1,0,265247,94999,opm
Matthaios,Vibe With Me,156942,15.0,0.24,1,79,722,817,297,0,101,-13695,0.0553,443,1,1,139180,100031,opm
Mau y Ricky,Desconocidos,47549,45.5,0.73,2,79,118,719,753,4.21e-06,212,-4891,179,675,7,1,204564,174107,latin
Mawar De Jongh,Lebih Dari Egoku,203350,5.0,0.08,1,79,738,672,392,0,103,-7.72,0.0271,333,0,1,249098,79961,indonesian pop
Mendez,Vamos Amigos,69237,25.0,0.4,1,79,306,653,917,0,0.2,-4342,108,455,8,0,182000,104993,swedish pop
Mente Fuerte,Caliente,6298,28.0,0.45,1,79,0.59,746,647,0.000224,136,-6082,0.0827,222,8,1,222004,96964,greek hip hop
Mergui,דיבור נגוע,8129,21.0,0.34,1,70,0.0617,895,0.49,0,0.0802,-4452,165,728,5,0,166165,96995,no genres
Michael Bublé,Holly Jolly Christmas,2935,10.0,0.16,1,3,865,647,465,0,0.0882,-8308,0.0428,699,7,1,119787,151251,adult standards
Michael Bublé,I'll Be Home for Christmas,1536,38.0,0.61,1,3,934,282,101,5.05e-05,159,-14657,0.0315,141,7,1,264827,83.13,adult standards
Michael Bublé,It's Beginning to Look a Lot like Christmas,3234,6.0,0.1,1,3,908,339,214,7.47e-06,341,-11714,0.0375,363,4,1,206640,94775,adult standards
Michael Bublé,Santa Claus Is Coming to Town,2010,22.0,0.35,1,3,785,594,389,0,0.0313,-7109,0.0517,396,10,1,171093,122331,adult standards
Michael Dutchi Libranda,Binalewala - Original Version,128083,25.0,0.4,1,79,569,501,0.57,0,0.0649,-6.49,0.0337,311,10,1,268487,139516,opm
Migos,Give No Fxk,1913,14.0,0.23,1,79,0.0303,904,627,5.68e-06,0.0923,-5608,222,236,1,1,224243,145976,atl hip hop
Mike Bahía,Detente,119314,31.25,0.5,4,78,273,736,585,0,106,-4617,346,363,7,1,181845,171932,colombian pop
Mindset,WIP WUP,39934,10.0,0.16,1,79,139,813,573,0,128,-4646,252,659,7,0,317260,145971,thai hip hop
Mirrr,นิโคติน,52624,5.0,0.08,1,79,469,596,593,0,128,-6922,0.0354,363,0,1,216970,131952,thai indie pop
Miss Li,Komplicerad,85611,16.0,0.26,1,8,0.0477,934,489,0,0.0626,-7029,0.0699,874,8,1,160411,116049,swedish pop
Miss Li,Lev nu dö sen,102359,8.0,0.13,1,79,0.0401,445,643,0,0.0818,-7473,121,513,11,0,182708,88204,swedish pop
Mister V,Gang,115070,35.0,0.56,1,79,0.0695,901,0.65,4.39e-05,0.0867,-6766,0.16,458,10,1,169707,120022,french hip hop
Mister V,Jamais,140753,22.0,0.35,1,79,474,643,643,0,102,-7.08,0.0905,0.81,6,0,194067,149956,french hip hop
Mister V,Pirelli,102258,42.0,0.68,1,79,329,836,752,0,174,-5782,0.0612,655,10,0,214653,103001,french hip hop
Mitch James,Sunday Morning,16797,46.0,0.74,1,79,0.0214,688,641,0,294,-5754,0.0598,861,8,0,203177,104253,nz pop
Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",72586,21.0,0.34,1,79,663,285,238,9.23e-06,0.0793,-9623,0.0375,213,5,0,340672,179918,desi pop
MiyaGi & Endspiel,I Got Love,1420,47.0,0.76,1,79,146,665,872,0,0.15,-4361,199,233,5,1,276688,106035,estonian hip hop
Miyo,Będzie Lepiej,36670,48.0,0.77,1,79,322,764,0.8,0.00113,146,-6034,0.0471,775,1,1,185085,117.97,atl hip hop
Mohombi,Winners,54168,46.0,0.74,1,78,111,597,756,0,0.0694,-5131,0.0435,438,11,0,185000,100044,dance pop
Mostro,"Memorie di uno sconfitto, pt. 2",103923,42.0,0.68,1,79,459,646,728,0,233,-7326,324,276,10,0,189657,91.79,italian hip hop
Mostro,Nostradamus,109224,36.0,0.58,1,79,0.32,728,594,0,116,-9475,486,315,10,0,149500,90514,italian hip hop
Mostro,Nuova luce,103411,43.0,0.69,1,79,0.0734,571,843,0,0.0346,-3853,274,169,5,0,183972,133719,italian hip hop
Mostro,Più ci provo più sbaglio,97285,49.0,0.79,1,79,0.0758,937,711,0,135,-6607,126,0.0643,1,1,158089,112022,italian hip hop
Mostro,Un po' depresso,102849,45.0,0.73,1,79,201,923,648,0,102,-5278,222,771,1,1,194007,125043,italian hip hop
Motohiro Hata,ひまわりの約束,45629,48.0,0.77,1,77,188,523,445,0,0.18,-6359,0.0329,336,10,1,308147,78957,j-acoustic
Mouhous,Poikien vessa (feat. costee),15099,47.0,0.76,1,78,0.0338,671,776,0,0.0907,-4892,0.0556,508,0,1,209305,131987,finnish dance pop
Mouhous,Sori en oo pahoillani,16635,41.0,0.66,1,78,0.0705,731,735,0.0241,149,-4393,37,625,4,0,170642,140083,finnish dance pop
Mozzik,Auf Wiedersehen,285207,21.0,0.34,3,3,207,594,745,0,525,-5469,401,438,9,1,194168,83.64,albanian hip hop
Mr.Children,HANABI,56471,29.0,0.47,1,2,156,638,766,0,124,-5541,0.0268,595,1,1,342773,112.0,no genres
Mrs. GREEN APPLE,インフェルノ,70396,20.0,0.32,1,79,0.00894,533,918,0,643,-2095,0.0616,662,4,1,211600,92504,anime rock
Mrs. GREEN APPLE,ロマンチシズム,57522,28.0,0.45,1,79,0.0038,598,878,0,0.0468,-3144,0.0634,901,10,1,213613,125529,anime rock
Mrs. GREEN APPLE,点描の唄,63744,23.0,0.37,1,79,447,502,632,0,103,-4612,0.0273,308,0,1,307067,152014,anime rock
Mrs. GREEN APPLE,青と夏,63462,24.0,0.39,1,79,0.00157,0.31,891,0,284,-1.66,0.0469,748,4,1,270027,184886,anime rock
Murda,AYA,136853,10.0,0.16,1,78,113,743,0.68,123,183,-4344,103,694,5,0,196583,180059,canadian hip hop
Murda,Bi Sonraki Hayatımda Gel,328937,1.0,0.02,1,78,0.0253,932,448,0,104,-4491,136,736,8,0,167350,103.98,canadian hip hop
Murda,EH BABA,154953,9.0,0.15,1,78,362,884,655,0,102,-4232,301,471,0,1,134072,94.08,canadian hip hop
Murda,Güneș,157766,8.0,0.13,1,78,0.00372,848,677,3.45e-05,107,-4563,162,516,6,0,165938,98311,canadian hip hop
Murda,Pırlanta,105765,15.0,0.24,1,78,0.0368,815,631,0.000243,0.0863,-5378,0.28,713,1,1,201486,142955,canadian hip hop
Mustafa Sandal,Mod,74279,33.0,0.53,1,1,482,649,844,0.000307,0.16,-5349,0.0687,928,2,0,183458,165951,turkish pop
Mustard,Ballin' (with Roddy Ricch),884393,41.0,0.66,5,79,392,809,545,0,151,-6678,0.0735,244,7,1,180435,97008,cali rap
Myke Towers,Diosa,1325553,20.24,0.33,17,79,398,801,745,0.00603,153,-3733,63,245,6,0,214013,104965,trap latino
Myke Towers,Girl,420453,24.4,0.39,10,79,0.0325,733,708,0.000327,324,-4957,0.0937,694,6,1,186427,93021,trap latino
Myke Towers,La Playa - Remix,68571,50.0,0.81,1,79,201,775,633,0,219,-3332,133,394,10,0,250333,140008,trap latino
Myke Towers,Piensan,9700,49.0,0.79,1,79,538,677,722,0,0.11,-4443,0.0626,786,2,0,173452,172.0,trap latino
Myke Towers,Rutina,114323,50.0,0.81,1,79,553,834,0.75,6.59e-05,263,-2799,0.18,858,1,1,217227,95.98,trap latino
Myra Granberg,Tills mitt hjärta går under,85679,15.0,0.24,1,79,345,412,664,3.59e-06,105,-6832,171,783,5,0,228434,74.1,swedish idol pop
NIKI,lowkey,126882,25.0,0.4,1,78,432,752,494,0,0.0869,-8.18,0.0559,227,0,1,171356,117901,indie r&b
NILETTO,Любимка,1326,50.0,0.81,1,79,115,852,767,1.7e-06,811,-4197,0.0705,535,7,0,219692,130022,russian hip hop
Nahide Babashlı,Benim Hikayem,66493,37.0,0.6,1,1,551,545,699,0.00124,234,-5718,187,0.45,3,0,195557,174772,turkish trap pop
Naim Daniel,Sumpah,19698,39.0,0.63,1,79,41,409,513,1.39e-05,137,-6189,0.0277,0.16,10,0,221067,149734,malaysian indie
Nane,B.M.V.,3758,48.0,0.77,1,79,0.49,766,687,0,554,-5.96,324,674,2,1,213963,138063,romanian hip hop
Naps,6.3,464457,29.67,0.48,3,79,0.69,875,614,0,114,-7238,212,753,3,0,212320,119963,french hip hop
Naps,Carré VIP,130416,29.0,0.47,1,79,0.21,825,836,0,0.0768,-4155,143,794,9,0,202693,126973,french hip hop
Naps,Pourcent,90467,48.0,0.77,1,79,647,476,716,0,105,-5572,146,402,8,0,214253,94944,french hip hop
Nat King Cole,Joy To The World,1309,49.0,0.79,1,79,818,553,337,0,113,-10334,0.03,662,10,1,84987,101918,adult standards
Nat King Cole,The Christmas Song (Merry Christmas To You),2402,15.0,0.24,1,79,0.92,319,0.21,8.06e-05,138,-15231,0.0341,209,1,1,192160,78696,adult standards
Nathan Goshen,הכל פה יגמר,7295,29.0,0.47,1,70,442,635,665,0,139,-5224,86,414,5,0,191286,104928,israeli pop
Nathan Goshen,מתגעגעת,7742,25.0,0.4,1,70,0.0339,626,347,0,534,-7.23,0.0436,185,1,0,181802,137433,israeli pop
Nathan Goshen,נחכה לך,10684,6.0,0.1,1,70,491,543,465,0,0.0737,-7735,27,462,2,1,207443,74912,israeli pop
Naza,Loin de moi,98706,45.0,0.73,1,79,635,892,459,4.4e-05,62,-8316,239,501,11,0,143744,96975,french hip hop
Nea,Some Say,150349,38.5,0.62,4,79,701,779,342,2.56e-06,132,-6316,0.0404,482,3,0,175602,104993,no genres
Neha Kakkar,Yaad Piya Ki Aane Lagi,74226,19.0,0.31,1,79,375,858,833,0,112,-3747,0.0471,693,5,0,256678,107977,desi pop
Nelli Matula,Sukupuuttoon,30156,7.0,0.11,1,79,0.0863,345,671,2.03e-06,0.0947,-5286,0.0404,0.16,5,1,227656,185741,finnish dance pop
Nenny,Bússola,13980,37.0,0.6,1,79,735,802,565,0,184,-7492,324,0.82,5,0,272578,94952,hip hop tuga
Neves17,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",161817,18.0,0.29,1,79,0.00551,657,0.54,1.38e-05,0.0803,-8.12,133,255,9,1,176000,150097,rap napoletano
Niall Horan,No Judgement,17531,33.0,0.53,1,79,0.0564,723,726,0.000126,57,-3835,0.0472,962,1,0,176283,100051,dance pop
Nicky Jam,Muévelo,889785,31.57,0.51,14,78,416,595,807,1.41e-05,565,-2409,0.0489,919,7,1,194892,188081,latin
Nicky Jam,Whine Up,461925,39.85,0.64,13,78,0.0549,817,665,0,103,-6224,0.0758,662,9,0,215460,104957,latin
Nik Tendo,Sedm,6235,50.0,0.81,1,79,228,689,625,1.24e-06,178,-9559,186,0.0786,7,1,159650,150055,czsk hip hop
Nimo,Nur wegen dir,215343,23.0,0.37,1,79,195,0.73,718,0.00203,113,-5514,109,202,7,0,203827,116105,german hip hop
Nine Chen,天黑請閉眼 feat. 邱鋒澤,24551,13.0,0.21,1,79,275,538,709,0,0.0923,-6318,51,423,0,1,286832,169976,mandopop
Ninho,La vie qu'on mène,111200,39.0,0.63,1,78,687,0.8,756,2.06e-06,111,-4.4,0.0367,456,7,0,193444,113204,french hip hop
Ninho,M.I.L.S 3,228572,5.0,0.08,1,3,0.0283,687,0.84,1.38e-06,82,-4.9,0.22,408,2,1,183405,195046,french hip hop
No Money Enterprise,German,19125,34.0,0.55,1,79,0.0983,786,847,1.22e-06,212,-6365,141,509,11,0,234791,139904,aussie drill
Noa Kirel,'פאוץ,6248,44.0,0.71,1,70,233,795,658,0.0883,247,-6896,57,786,7,0,167108,139917,israeli pop
Noa Kirel,אם אתה גבר,8022,22.0,0.35,1,70,218,767,0.71,9.54e-05,193,-5154,0.0694,691,8,0,195429,140066,israeli pop
Noah Cyrus,July,42142,48.5,0.78,2,79,868,708,186,0,0.0779,-8953,0.0422,321,9,0,156107,72541,dance pop
Noriel,Cuerpo en Venta,18579,45.33,0.73,3,79,161,696,601,0,0.0974,-5749,302,408,11,1,254413,91924,latin
Novelbright,Walking with you,64456,21.0,0.34,1,79,0.00585,422,969,0,533,-824,0.0591,496,7,1,223187,92524,j-pop
Nublu,für Oksana,2180,18.0,0.29,1,79,277,802,677,0.000151,78,-4.7,216,0.87,8,1,194824,170.06,estonian pop
O-Pavee,เจ็บไม่จำ,18765,49.0,0.79,1,79,111,552,567,3.5e-05,145,-7101,0.0272,398,9,1,258875,149863,thai idol
OG Version,žmones nesupras,1645,42.0,0.68,1,79,108,715,438,0,0.17,-13896,324,346,0,1,201509,161.96,lithuanian hip hop
ONE OK ROCK,Wherever you are,51507,36.0,0.58,1,1,0.0286,379,0.69,0,335,-4.79,0.0549,288,4,1,295600,173716,j-pop
Official HIGE DANdism,115万キロのフィルム,112975,6.0,0.1,1,79,0.00345,514,791,0,141,-1927,0.0318,482,3,1,324633,96966,anime rock
Official HIGE DANdism,I LOVE...,178503,2.0,0.03,1,1,0.0171,0.54,706,0,225,-5235,0.0543,385,9,1,282027,172021,anime rock
Official HIGE DANdism,Pretender,192628,1.0,0.02,1,1,47,538,869,0,0.14,-3464,0.0275,369,8,1,326843,91972,anime rock
Official HIGE DANdism,Stand By You,77104,15.0,0.24,1,1,0.00864,609,869,0,283,-5129,0.0422,626,1,1,256132,154024,anime rock
Official HIGE DANdism,イエスタデイ,123516,5.0,0.08,1,1,0.0442,541,0.8,0,398,-3687,0.0382,0.56,6,1,299164,129939,anime rock
Official HIGE DANdism,ノーダウト,111670,7.0,0.11,1,79,0.0585,574,936,0,336,-3185,0.07,793,2,1,202395,149953,anime rock
Official HIGE DANdism,宿命,141810,4.0,0.06,1,1,0.0152,547,577,0,109,-6087,0.0336,494,5,1,280856,164032,anime rock
Omar Montes,Alocao (With Bad Gyal),162171,30.0,0.48,1,79,214,673,752,1.53e-06,106,-4705,0.0567,699,11,0,209320,178005,trap espanol
Omer Adam,BEG,6953,30.0,0.48,1,79,0.0176,916,735,1.06e-05,0.0689,-3927,0.0657,587,0,0,175924,100005,israeli mediterranean
Omer Adam,מים שקופים,6167,47.0,0.76,1,79,0.47,625,473,0,0.31,-7115,0.0495,555,11,1,180880,91606,israeli mediterranean
Omer Adam,שגרה מפוארת,8854,13.0,0.21,1,79,831,783,398,0,114,-7309,0.0502,0.23,1,1,172712,122767,israeli mediterranean
OneRepublic,Rescue Me,8529,28.0,0.45,1,79,156,759,605,0,694,-7737,0.0433,0.64,7,1,158900,121049,dance pop
Opgeblazen,De Toreador,94090,29.0,0.47,1,79,0.16,729,969,0,185,-3.32,0.0463,796,9,0,230653,130027,carnaval
Os Parazim,Porta Mala,318730,17.0,0.27,1,79,538,807,904,0,0.84,-2612,0.0484,847,9,1,180053,132995,no genres
Oscar,Oriunde Ma Duc,3878,44.0,0.71,1,79,293,787,0.62,0,0.0832,-9266,123,391,1,1,213375,80959,adult standards
Ozuna,100 Preguntas,6627,42.0,0.68,1,79,689,768,462,0,114,-5907,0.0369,605,5,1,178080,104008,latin
PDL,Sa Susunod Na Lang,109610,33.0,0.53,1,79,104,595,0.57,0,0.0899,-6232,0.12,721,5,0,214607,84929,opm
PRO8L3M,Skrable,58006,13.0,0.21,1,79,619,839,626,0,101,-7654,136,0.48,2,1,237981,123999,polish hip hop
PRO8L3M,W domach z betonu,109533,1.0,0.02,1,79,205,606,759,0,109,-6186,173,0.0899,6,0,214307,130116,polish hip hop
PUBLIC,Make You Mine,153505,15.0,0.24,1,79,0.0128,606,799,0,0.15,-4452,0.0261,638,9,1,232907,103014,indie rockism
Pabllo Vittar,Amor de Que,269564,24.0,0.39,1,79,0.0726,737,819,0,0.36,-5056,0.0446,904,11,0,157929,139988,baile pop
Pakho Chau,"讓愛高飛 - 劇集 ""多功能老婆"" 片尾曲",6582,31.0,0.5,1,79,0.71,485,377,0,119,-9091,0.03,355,10,1,220286,139976,c-pop
Pamungkas,I Love You but I'm Letting Go,108006,33.0,0.53,1,79,972,393,319,2.94e-05,111,-9116,0.0303,131,6,1,220163,79628,indonesian pop
Pamungkas,Kenangan Manis,109618,30.0,0.48,1,79,0.0511,604,678,0.00169,0.0945,-7331,0.0304,721,4,1,207938,139974,indonesian pop
Pamungkas,One Only,187019,8.0,0.13,1,79,219,0.25,519,3.18e-06,0.0869,-6.39,0.0314,113,0,1,255492,144.63,indonesian pop
Pasto,Tanya Hati,94973,42.0,0.68,1,1,264,667,721,0.000442,128,-5046,0.0254,413,7,1,274840,132469,atl hip hop
Patron,Goal,107833,14.0,0.23,1,79,413,881,0.75,0,0.0974,-6341,0.2,461,5,0,194586,101035,turkish hip hop
Patron,Güzel Kızlar Patron Dinler,65799,39.0,0.63,1,1,186,0.53,723,0,0.1,-7012,158,537,8,1,175961,75717,turkish hip hop
